id,word,full_def,short_def,example_sentence,hint_level
0,Abgaskatalysator,,catalytic converter,,1
0,abgastest,,exhaust emissions test,,1
0,Abgasturbine,,exhaust-driven turbine,,1
0,Abgasverwertung,,utilization of exhaust-gas heat,,1
0,Abgaswolke,,cloud of exhaust fumes,,1
0,abgefeimt,,infernally cunning,,1
0,abgemessen,,in a measured fashion,,1
0,abgeschmackt,,tasteless,,1
0,abgestanden,,stale,,1
0,Abgötterei,,idolatry,,1
0,abgöttisch,,idolatrous,,1
0,abgründig ,,thoroughly,,1
0,abhängig,,indirect or reported,,1
0,-abhängig,,dependent on …,,1
0,-,,-armed,,1
0,ab|heuern ,,be paid off,,1
0,Abi,,s. auch Abitur,,1
0,Abitur,,Abitur,,1
0,Abituri,,s. auch Abiturient,,1
0,Abit,,Abitur certificate,,1
0,Abk.,,"= ""Abkürzung"" abbr.",,1
0,abkömmlich,,free,,1
0,Abkömmling,,derivative,,1
0,Abkunft,,descent,,1
0,Abkürzungsliste,,s. auch Abkürzungsverzeichnis,,1
0,Abkürzungspunkt,,full stop,,1
0,Abkürzungsverzeichnis,,list of abbreviations,,1
0,Abl.,,"= ""Ableitung""",,1
0,Ablass,,indulgence,,1
0,Ablassprediger,,pardoner,,1
0,Ablassventil,,outlet valve,,1
0,Ablativ,,ablative,,1
0,Abl,,transfer fee,,1
0,ABM,,"= ""Arbeitsbeschaffungsmaßnahme""",,1
0,abmatten,,fatigue,,1
0,Abnäher,,tuck,,1
0,Abnahme,,administration   extraction   taking the salute,,1
0,abnorm,,abnormally   unusually,,1
0,Abnormität,,freak,,1
0,Abonnement,,subscription      subscription ticket,,1
0,Abonnementkarte,,subscription ticket,,1
0,Abonnementkonzert,,subscription concert,,1
0,Abonnent,,subscriber      season ticket holder,,1
0,abonnieren,,have a season ticket for,,1
0,Aboriginal,,Aboriginal,,1
0,Aborigine,,Aborigine,,1
0,Abort,,lavatory,,1
0,Ab,,cesspool,,1
0,Abraham,,Abraham,,1
0,Abrakadabra,,blitherings pl.,,1
0,Abrechnungsstelle,,clearing house,,1
0,Abrechnungsverkehr,,clearing,,1
0,Abrissarbeiten,,s. auch Abbrucharbeit,,1
0,Abrissbirne,,demolition ball,,1
0,abrupt,,abruptly,,1
0,Abrüstungskonferenz,,disarmament conference,,1
0,Abrüstungsverhandlungen,,disarmament negotiations,,1
0,ABS,,"= ""Antiblockiersystem""",,1
0,Abs.,,"= ""Absatz""",,1
0,Absatzchance,,sales prospect,,1
0,Absatzflaute,,drop in sales,,1
0,Absatzförderung,,sales promotion,,1
0,Absatzgebiet,,sales territory   market area,,1
0,Absatzkick,,back-heel,,1
0,Absatzmarkt,,market,,1
0,Absatzschwierigkeiten,,sales problems   marketing difficulties,,1
0,Absatzsteigerung,,increase in sales,,1
0,Absatztrick,,clever back-heel,,1
0,absatzweise,,paragraph by paragraph,,1
0,Abschattung,,shade,,1
0,abschätzig,,derogatorily,,1
0,abscheulich,,disgracefully,,1
0,Absch,,disgustingness,,1
0,Abschiedsbesuch,,farewell visit,,1
0,Abschiedsbrief,,farewell letter,,1
0,Abschiedsessen,,farewell dinner,,1
0,Abschiedsfeier,,farewell ceremony   farewell or leaving party,,1
0,Abschiedsgeschenk,,farewell or parting gift   leaving present,,1
0,Abschiedsgesuch,,letter of resignation,,1
0,Abschiedsgruß,,goodbye,,1
0,Abschiedskuss,,goodbye or parting kiss,,1
0,Abschiedsrede,,farewell speech,,1
0,Abschiedsschmerz,,sorrow at parting,,1
0,Abschiedsspiel,,farewell appearance,,1
0,Abschiedsszene,,scene of sentimental farewells,,1
0,Abschiedsvorstellung,,farewell performance,,1
0,ab|schlaffen ,,wilt,,1
0,abschlägig ,,negative,,1
0,Abschleppseil,,tow rope   towing cable,,1
0,Abschleppstange,,tow bar,,1
0,Abschleppwagen,,breakdown vehicle,,1
0,abschließbar,,lockable,,1
0,Abschlussball,,final dance,,1
0,Abschlussexamen,,final examination,,1
0,Abschlussfeier,,leaving party,,1
0,Abschlussklasse,,final year,,1
0,Abschlussprüfung,,audit,,1
0,Abschlussveranstaltung,,final event,,1
0,Abschlusszeugnis,,≈ leaving certificate,,1
0,Abschreckungspolitik,,policy of deterrence,,1
0,Abschreckungspotenzial,,deterrent potential,,1
0,Abschreckungstheorie,,theory of the deterrent value of punishment,,1
0,Abschreckungswaffe,,deterrent,,1
0,Abschreibungsgesellschaft,,tax-loss company,,1
0,Abschreibungsmöglichkeit,,possibility of setting off items against taxable income,,1
0,Abschreibungsruine,,"building erected not for occupation, but for purposes of offsetting depreciation against tax",,1
0,abschüssig,,downward sloping,,1
0,Abschussprämie,,bounty,,1
0,Abschussrampe,,launch pad,,1
0,abseits,,far away,,1
0,Abseitsfalle,,offside trap,,1
0,Abseitsposition,,offside position,,1
0,Abseitstor,,offside goal,,1
0,abseitsverdächtig,,which may have been offside postpos.,,1
0,absentieren,,withdraw,,1
0,Absenz,,absence,,1
0,ab·s,,strange,,1
0,Absinth,,absinth,,1
0,absolut,,in an absolutist manner,,1
0,Absol,,absoluteness,,1
0,Absolution,,absolution,,1
0,Absolut,,absolutism no art.,,1
0,Absolvent,,one who has taken the leaving or   final examination   graduate,,1
0,absolvieren,,absolve,,1
0,Absolv,,completion,,1
0,Abs,,absorber,,1
0,Absorbens,,absorbent,,1
0,absorb,,"absorb, engage",,1
0,Absorption,,absorption,,1
0,Absorpti,,absorbency,,1
0,Absperrgitter,,barrier,,1
0,Absperrhahn,,stopcock,,1
0,Absperrkette,,cordon,,1
0,Abstellgleis,,siding,,1
0,Abstellkammer,,lumber room,,1
0,Abstellraum,,storeroom,,1
0,Abstichloch,,tapping hole,,1
0,Abstichrinne,,tapping spout,,1
0,Abstimmungsergebnis,,result of a/the vote,,1
0,Abstimmungsnieder·lage,,defeat,,1
0,Abstimmungssieg,,victory,,1
0,abstinent,,teetotal,,1
0,Abstinenz,,teetotalism,,1
0,Abstin,,temperance,,1
0,abstrakt,,abstractly,,1
0,Abstr,,abstractness,,1
0,Abstraktion,,abstraction,,1
0,Abstrakti,,capacity for abstraction,,1
0,Abstraktum,,abstract noun,,1
0,abstrus,,abstruse   absurd,,1
0,Absud,,decoction,,1
0,absurd,,absurd,,1
0,abs,,absurdly enough,,1
0,Absurdität,,absurdity   inconsistency,,1
0,Abszess ,,ulcer,,1
0,Abszisse,,abscissa,,1
0,Absz,,axis of abscissae,,1
0,Abt,,head of department/section,,1
0,Abt.,,"= ""Abteilung""",,1
0,abtakeln,,unrig  s. auch abgetakelt,,1
0,Abtei,,abbey,,1
0,Abteilfenster,,compartment window,,1
0,Abteiltür,,compartment door,,1
0,Ab·t,,phylum   division,,1
0,-abteilung,,… department,,1
0,Äbtissin,,abbess,,1
0,abträgig,,detrimental,,1
0,Abtreibungsklinik,,abortion clinic,,1
0,Abtreibungsparagraph,,abortion law Section 218 of the German criminal code,,1
0,Abtreibungstourismus,,abortion tourism,,1
0,Abtreibungsverbot,,ban on abortion,,1
0,Abtreibungsversuch,,attempted abortion,,1
0,ABV,,s. auch Abschnittsbevollmächtigte,,1
0,Abwärtsentwicklung,,deterioration,,1
0,abwärts|gehen,,s. auch abwärts,,1
0,Abwärtstrend,,downward trend,,1
0,Abwasch,,dirty dishes pl.,,1
0,Abwaschlappen,,dishcloth,,1
0,Abwaschmittel,,s. auch Spülmittel,,1
0,Abwaschtuch,,s. auch Abwaschlappen,,1
0,Abwaschwasser,,s. auch Spülwasser,,1
0,Abwasserauf·bereitung,,sewage treatment,,1
0,Abwasserbeseitigung,,disposal of sewage,,1
0,Abwasserkanal,,sewer,,1
0,Abwasserreinigung,,sewage purification,,1
0,abwechslungsarm,,monotonously,,1
0,abwechslungshalber,,for a change,,1
0,abwechslungslos,,monotonously,,1
0,abwechslungsreich,,varied,,1
0,abwechslungsweise,,s. auch abwechselnd,,1
0,abwehrbereit,,ready to take defensive action postpos.,,1
0,Abwehrbereitschaft,,readiness to take defensive action,,1
0,Abwehrdienst,,counter-intelligence service,,1
0,Abwehrkampf,,defensive action   defence,,1
0,Abwehrkraft,,power of resistance,,1
0,Abwehrmechanismus,,defence mechanism,,1
0,Abwehrreaktion,,defensive reaction,,1
0,Abwehrspieler,,defender,,1
0,Abzahlungskauf,,credit or hire purchase,,1
0,Abzahlungsrate,,repayment,,1
0,abzüglich,,less,,1
0,abzugsfähig,,deductible,,1
0,abzugsfrei,,tax-free,,1
0,Abzugsgraben,,drainage ditch,,1
0,Abzugsrohr,,flue,,1
0,Abzugsschach,,discovered check,,1
0,a cappella,,a cappella,,1
0,Accent aigu,,acute,,1
0,Accent circonflexe,,circumflex,,1
0,Accent grave,,grave,,1
0,Accessoire,,accessory,,1
0,Account,,account,,1
0,Acetat,,acetate,,1
0,Aceton,,acetone,,1
0,Acetylen,,acetylene,,1
0,Acetylenbrenner,,oxyacetylene torch,,1
0,Acetylengas,,acetylene,,1
0,Acetylsalicylsäure,,acetylsalicylic acid,,1
0,ach,,agate,,1
0,Achat,,agate,,1
0,Achill,,Achilles,,1
0,Achillesferse,,Achilles' heel,,1
0,Achillessehne,,Achilles tendon,,1
0,Achilleus,,s. auch Achill,,1
0,Achsabstand,,s. auch Radstand,,1
0,Achsbruch,,s. auch Achsenbruch,,1
0,Achse,,axis,,1
0,Achsel,,shoulder   armpit,,1
0,Achselgriff,,nelson,,1
0,Achselgrube,,s. auch Achselhöhle,,1
0,Achsel haare,,hair sing. under one's arms,,1
0,Achselhöhle,,armpit,,1
0,Achselklappe,,epaulette,,1
0,Achselschnur,,aiguillette,,1
0,Achselschweiß,,underarm perspiration,,1
0,Achselstück,,s. auch Achselklappe,,1
0,Achselzucken,,shrug,,1
0,achselzuckend,,shrugging,,1
0,Achsenab·stand,,s. auch Radstand,,1
0,Achsenbruch,,broken axle,,1
0,Achsenkreuz,,axes pl. of coordinates,,1
0,Achsenmächte,,Axis Powers,,1
0,Achslager,,axle bearing,,1
0,Achslast,,axle weight,,1
0,Achsschenkel,,stub axle,,1
0,Achsstand,,s. auch Radstand,,1
0,Achswelle,,axle shaft,,1
0,acht,,eight,,1
0,achtaderig,,eight-core,,1
0,achtarmig,,eight-armed,,1
0,Achtbänder,,eight-volume set,,1
0,achtbändig,,eight-volume,,1
0,Achteck,,octagon,,1
0,achteckig,,octagonal,,1
0,achteinh,,eight and a half,,1
0,achtel,,eighth,,1
0,Achtelfinale,,last sixteen,,1
0,Achtelfinal·spiel,,match in the round before the quarter-finals,,1
0,Achtelliter,,eighth of a litre,,1
0,Achtellos,,lottery ticket which has one eighth of the value of a whole ticket,,1
0,Achtelnote,,quaver,,1
0,Achtelpause,,quaver rest,,1
0,Achtelpfund,,eighth of a pound,,1
0,ächten,,ban,,1
0,achtens,,eighthly,,1
0,Achter,,eight,,1
0,achteraus,,astern,,1
0,Achterbahn,,roller coaster,,1
0,Achterdeck,,afterdeck,,1
0,Achtergruppe,,group of eight,,1
0,achterlastig,,stern-heavy,,1
0,Achterreihe,,row or line of eight,,1
0,Achterrennen,,eights race,,1
0,Achterschiff,,stern,,1
0,Achtersteven,,sternpost,,1
0,achtfach,,eightfold,,1
0,achtfältig,,s. auch achtfach,,1
0,Achtflach,,octahedron,,1
0,Achtfüßer,,octopod,,1
0,achtfüßig,,eight-footed   eight-foot,,1
0,achtgeschossig,,s. auch achtstöckig,,1
0,achtgliedrig,,eight-membered,,1
0,Achtgr,,hireling,,1
0,achthebig,,s. auch achtfüßig,,1
0,achthundert,,eight hundred,,1
0,Achthundertj,,octocentenary,,1
0,achth,,eight hundredth,,1
0,achthundertt,,eight hundred thousand,,1
0,achtjährig,,eight-year-old attrib.,,1
0,Achtjährige,,eight-year-old,,1
0,achtjährlich,,every eight years,,1
0,Achtkampf,,eight-exercise gymnastic competition,,1
0,achtkantig,,eight-sided,,1
0,achtklassig,,with eight classes,,1
0,achtköpfig,,eight-headed,,1
0,Achtling,,octuplet,,1
0,achtmal,,eight times,,1
0,achtmilli,,s. auch Mal1,,1
0,Achtminuten·takt,,system whereby telephone calls are charged at so much per eight minutes or part thereof,,1
0,achtminütig,,eight-minute attrib.,,1
0,achtmonatig,,eight-month-old attrib.,,1
0,achtmonatlich,,every eight months,,1
0,Achtm,,child born a month prematurely,,1
0,Achtpfünder,,eight-pounder,,1
0,achtpfündig,,eight-pound,,1
0,achtpolig,,eight-pin,,1
0,Achtpunkt·schrift,,eight-point type,,1
0,achtprozentig,,eight per cent,,1
0,achträdrig,,eight-wheeled,,1
0,achtseitig,,eight-page attrib.,,1
0,Achtsilber,,s. auch Achtsilbler,,1
0,achtsilbig,,eight-syllable attrib.,,1
0,Achtsilbler,,octosyllabic verse or line,,1
0,Achtsitzer,,eight-seater,,1
0,achtsitzig,,eight-seater attrib.,,1
0,Achtspänner,,eight-in-hand,,1
0,achtspännig,,eight-horses. auch vierspännig,,1
0,achtsprachig,,in eight languages postpos.s. auch zweisprachig,,1
0,achtsprossig,,with eight rungs,,1
0,achtspurig,,eight-lane,,1
0,achtstellig,,eight-figure attrib.,,1
0,achtstimmig,,in eight parts,,1
0,achtstrophig,,"with eight verses postpos., not pred.",,1
0,achtstufig,,"with eight steps postpos., not pred.",,1
0,Achtstunden·rhythmus,,eight-hour rhythm,,1
0,Achtstunden·tag,,eight-hour day,,1
0,achtstündig,,eight-hour attrib.,,1
0,achtstündlich,,every eight hours,,1
0,achttägig,,eight-day-old attrib.,,1
0,achttäglich,,every eight days,,1
0,achtt,,eight thousand,,1
0,Achtt,,mountain over eight thousand metres high,,1
0,Achtteiler,,eight-part series/serial,,1
0,achtteilig,,eight-piece,,1
0,Achttonner,,eight-tonner,,1
0,Acht·,,eight o'clock,,1
0,achtund·ein·h,,eight and a half,,1
0,Achtund·s,,member of the 1968 generation,,1
0,Achtund·v,,forty-eighter,,1
0,Achtund·vierzig·st,,forty-eight-hour week,,1
0,achtund·zw,,twenty-eight,,1
0,Ächtung,,banning,,1
0,Achtungsapplaus,,polite applause,,1
0,Achtungserfolg,,reasonable success,,1
0,achtungsvoll,,respectfully,,1
0,achtwöchentlich,,every eight weeks,,1
0,achtwöchig,,eight-week-old attrib.,,1
0,achtzackig,,eight-pointed,,1
0,Achtzehnender,,eighteen-pointer,,1
0,achtzehnhundert,,eighteen hundred,,1
0,achtzehnjährig,,eighteen-year-old attrib.,,1
0,Achtzehnjährige,,eighteen-year-old,,1
0,achtzig,,eighty,,1
0,achtzigjährig,,eighty-year-old attrib.,,1
0,Achtzigjährige,,eighty-year-old,,1
0,achtzigst…,,eightieth,,1
0,Achtzimmer·wohnung,,eight-roomed flat,,1
0,achtzöllig,,eight-inch attrib.,,1
0,Achtzylinder,,eight-cylinder,,1
0,Achtzyl,,eight-cylinder engine,,1
0,achtzylindrig,,eight-cylinder attrib.,,1
0,ächzen,,creak,,1
0,Acker,,≈ half acre,,1
0,Ackerbau,,agriculture no indef. art.,,1
0,Ackerbauer,,farmer,,1
0,ackerbau·treibend,,s. auch Ackerbau,,1
0,Ackerboden,,soil,,1
0,Ackerbürger,,citizen who farmed land within the city area,,1
0,Ackerfurche,,furrow,,1
0,Ackergaul,,carthorse,,1
0,Ackergerät,,farm implement,,1
0,Ackerkrume,,topsoil,,1
0,Ackerland,,farmland,,1
0,Ackerschädling,,field pest,,1
0,Ackerscholle,,clod,,1
0,a conto,,on account,,1
0,Acquis,,acquis,,1
0,Acrylam,,acrylamide,,1
0,Acrylfarbe,,acrylic paint,,1
0,Acrylfaser,,acrylic fibreacrylic,,1
0,Acrylharz,,acrylic resin,,1
0,Act,,act,,1
0,Action,,action,,1
0,a. D.,,"= ""außer Dienst"" retd.",,1
0,A. D.,,"= ""Anno Domini"" AD",,1
0,ADAC,,"= ""Allgemeiner Deutscher Automobil-Club"" German automobile association",,1
0,Adagio,,adagio,,1
0,Adam,,Adam,,1
0,Adamsapfel,,Adam's apple,,1
0,adaptieren,,fit out,,1
0,Adapt,,fitting-out,,1
0,Adaption,,s. auch Adaptation,,1
0,adaptiv,,adaptive,,1
0,adäquat,,suitably,,1
0,addieren,,add up,,1
0,Add,,adding machine,,1
0,Addition,,addition,,1
0,Additionalit,,additionality,,1
0,additiv,,additive,,1
0,Addit,,additive,,1
0,ade,,farewell,,1
0,Adebar,,stork,,1
0,Adel,,nobility,,1
0,Adelsbrief,,patent of nobility,,1
0,Adelsfamilie,,noble family,,1
0,Adelshaus,,noble family,,1
0,Adelskrone,,coronet of the untitled lowest rank of nobility,,1
0,Adelsprädikat,,title of nobility,,1
0,Adelsstand,,nobility   nobility,,1
0,Adelstitel,,title of nobility,,1
0,Adept,,adherent,,1
0,Ader,,core,,1
0,Äderchen,,small blood vessel or vein   small vein,,1
0,Aderlass,,drain   squeeze,,1
0,Aderung,,veining,,1
0,Adhäsion,,adhesion,,1
0,Adhäsionskraft,,power of adhesion,,1
0,Adhäsionsverschluss,,resealable closure,,1
0,ad hoc,,on the spur of the moment,,1
0,Ad-hoc-Bildung,,s. auch Ad-hoc-Prägung,,1
0,Ad-hoc-Maßnahme,,ad hoc measure,,1
0,Ad-hoc-Prägung,,ad hoc coinage or formulation,,1
0,ADHS,,ADHDs. auch Aufmerksamkeitsdefizit- und Hyperaktivitätssyndrom,,1
0,adieu,,adieu,,1
0,Adieu,,adieu,,1
0,adipös,,obese,,1
0,Adjektiv,,adjective,,1
0,adjektivisch ,,adjectivally,,1
0,Adjunkt,,low-grade civil servant,,1
0,adjustieren,,provide with a uniform,,1
0,Adjust,,uniform,,1
0,Adjutant,,adjutant,,1
0,Adjutum,,grant,,1
0,Adlatus,,loyal assistant,,1
0,Adler,,eagle,,1
0,Adlerauge,,eagle eye,,1
0,adleräugig,,eagle-eyed,,1
0,Adlerblick,,eagle eye,,1
0,Adlerfarn,,eagle fern,,1
0,Adlerhorst,,eyrie,,1
0,Adlernase,,aquiline nose,,1
0,adlig,,noble,,1
0,Administration,,administration,,1
0,administrativ,,administratively,,1
0,Administrator,,administrator,,1
0,administr,,administer,,1
0,Admiral,,red admiral,,1
0,Admiralität,,admirals pl.     admiralty,,1
0,Admir,,rank of admiral,,1
0,ADN,,"= ""Allgemeiner Deutscher Nachrichtendienst"" GDR press agency",,1
0,Adoleszenz,,adolescence,,1
0,Adonis,,Adonis,,1
0,Ad,,adonis   pheasant's eye,,1
0,adoptieren,,adopt,,1
0,Adoption,,adoption,,1
0,Adoptivbruder,,adoptive brother,,1
0,Adoptiveltern,,adoptive parents,,1
0,Adoptivkind,,adoptive or adopted child,,1
0,Adoptivmutter,,adoptive mother,,1
0,Adoptivschwester,,adoptive sister,,1
0,Adoptivsohn,,adoptive or adopted son,,1
0,Adoptivtochter,,adoptive or adopted daughter,,1
0,Adoptivvater,,adoptive father,,1
0,Adrenalin,,adrenalin,,1
0,Adrenal,,adrenalin shot,,1
0,Adr,,change of address,,1
0,Adressat,,addressee   hearer   reader   listener/viewer   implied target,,1
0,Adresse,,message   address,,1
0,Adressenänderung,,change of address,,1
0,Adressenbüro,,mailing list broker,,1
0,Adressenhändler,,person running a mailing list business,,1
0,Adressenliste,,address list,,1
0,Adressenverzeichnis,,directory of addresses,,1
0,adress,,address,,1
0,Adress,,addressing machine,,1
0,adrett,,smartly,,1
0,Adria,,Adriatic,,1
0,ADS,,"= ""Aufmerksamkeitsdefizit-Syndrom"" ADD",,1
0,Adsorbens,,adsorbent,,1
0,adsorb,,adsorb,,1
0,Adsorption,,adsorption,,1
0,adult,,adult,,1
0,Advent,,Adventist,,1
0,adv,,Advent,,1
0,Adventskalender,,Advent calendar,,1
0,Adventskranz,,garland of fir sprigs with four candles for the Sundays in Advent,,1
0,Adventssonntag,,Sunday in Advent,,1
0,Adverb,,adverb,,1
0,adverbial ,,adverbially,,1
0,Adverbialsatz,,adverbial clause,,1
0,adversativ ,,adversatively,,1
0,Advocatus Diaboli,,devil's advocate,,1
0,Advokat,,legal practice,,1
0,Advokatur,,legal profession   legal practice,,1
0,aerob,,aerobic,,1
0,Aerobic,,aerobics sing.,,1
0,Aerodyn,,aerodynamics sing.,,1
0,aerodyn,,aerodynamic,,1
0,Aerogr,,air letter,,1
0,Aerosol,,aerosol,,1
0,Affaire ,,affair   affair,,1
0,Äffchen,,little ape/monkey,,1
0,Affe,,knapsack,,1
0,Affekt,,affectedness,,1
0,aff,,emotive,,1
0,Aff,,emotional block,,1
0,affektiert ,,affectedly,,1
0,affektiv ,,affectively,,1
0,Affenarsch,,stupid bugger,,1
0,affenartig,,apelike,,1
0,Affenbrot·baum,,baobab or monkey-bread tree,,1
0,Affenhaus,,monkey house,,1
0,Affenh,,blazing heat,,1
0,Affenjacke,,monkey jacket,,1
0,Affenkäfig,,monkey cage,,1
0,Affenliebe,,infatuation,,1
0,Affenmensch,,apeman,,1
0,Affenpinscher,,affenpinscher,,1
0,Affenschaukel,,looped plait,,1
0,Affenstall,,dump,,1
0,Affentanz,,s. auch Affentheater,,1
0,Affentheater,,farce,,1
0,Affenweibchen,,female ape,,1
0,Affenz,,s. auch Affentempo,,1
0,Affenzirkus,,s. auch Affentheater,,1
0,Äffin,,female ape,,1
0,Affinit,,affinity,,1
0,Affirmation,,affirmation,,1
0,affirmativ,,affirmative,,1
0,affizieren,,influence,,1
0,Affront,,affront,,1
0,Afghane,,Afghan hound,,1
0,Afgh,,Afghans. auch -in,,1
0,afgh,,Afghan,,1
0,Afghanistan,,Afghanistan,,1
0,Afrika,,Africa,,1
0,Afrikaans,,Afrikaans,,1
0,Afrikaner,,Africans. auch -in,,1
0,afrik,,African,,1
0,Afrikan,,"African studies pl., no art",,1
0,Afroamerikaner,,Afro-American,,1
0,afroamerikanisch,,Afro-American,,1
0,afroasiatisch,,Afro-Asian,,1
0,afrokubanisch,,Afro-Cuban,,1
0,Afrolook,,Afro look,,1
0,After,,anus,,1
0,Afterfurche,,anal cleft,,1
0,Aftermieter,,subtenant,,1
0,Afterwissenschaft,,pseudoscience,,1
0,After-Work-Party,,after-work party,,1
0,AG,,"= ""Arbeitsgemeinschaft""",,1
0,Ägäis,,Aegean,,1
0,äg,,Egyptians. auch Finsternis,,1
0,Agave,,agave,,1
0,Agende,,liturgy,,1
0,Agens,,driving force    agent,,1
0,Agent,,agency report,,1
0,Agentenaus·tausch,,exchange of  agents,,1
0,Agentennetz,,network of agents,,1
0,Agentenring,,spy ring,,1
0,Agententätigkeit,,activity as a spy,,1
0,Ag,,agent,,1
0,Agent provocateur,,agent provocateur,,1
0,Agentur,,agency,,1
0,Agglomerat,,agglomerate,,1
0,Agglomeration,,agglomeration,,1
0,Agglutination,,agglutination,,1
0,agglutinierend,,agglutinative,,1
0,Aggregat,,unit   set,,1
0,Aggreg,,state,,1
0,Aggression,,aggression,,1
0,Aggressionskrieg,,war of aggression,,1
0,Aggressionspolitik,,policy of aggression,,1
